ID Afiliado;Nombre Afiliado;Edad;Ingresos;Antigüedad como afiliado (años);NIT Empresa empleadora;Nombre Empresa empleadora;Categoría;Departamento;Ciudad;Dirección de residencia;Número de hijos;Con quien vive;Tipo de vivienda;Tipo de suelo;Estado civil;Género;Tiene Mascotas
AF-001191;Tatiana Sánchez López;50;$3.202.000;1;869105379-0;Demo Distribuciones Altamira Ltda.;A;Magdalena;Santa Marta;Transversal 91 #49-87, Apto 223, Barrio Villa Nueva;2;Hijos;Propia;Urbano;Soltero;Mujer;Sí
AF-001192;Nicolás David López García;24;$2.400.000;2;947019021-4;Demo Logística Andina SAS;A;Córdoba;Montería;Transversal 16 #24-87, Barrio Los Pinos;0;"Abuelos; Padres";Familiar;Urbano;Soltero;Hombre;No
AF-001193;Liliana Montoya Acosta;59;$2.174.000;21;903699849-1;Demo Turismo y Experiencias S.A.;A;Caldas;Manizales;Diagonal 58 #32-99, Barrio El Prado;1;Pareja;Arriendo;Urbano;Separado;Mujer;Sí
AF-001194;Esteban Martín Acosta Castaño;33;$2.174.000;11;982310027-1;Demo Redes y Conectividad S.A.;A;La Guajira;Maicao;Diagonal 172 #88-25, Barrio La Floresta;0;Pareja;Arriendo;Urbano;Unión Libre;Hombre;No
AF-001195;Wilson Jonathan Castaño Navarro;38;$2.443.000;12;977165882-2;Demo Ingeniería Integral S.A.S.;A;Valle del Cauca;Cali;Diagonal 116 #57-38, Barrio El Recreo;2;"Pareja; Hijos";Propia;Urbano;Unión Libre;Hombre;No
AF-001196;Andrés Ortiz Caicedo;42;$2.506.000;24;912308943-2;Demo Gestión Humana Avanza S.A.;A;Cauca;Popayán;Carrera 109 #35-82, Barrio San Martín;0;"Padres; Pareja";Arriendo;Urbano;Casado;Hombre;No
AF-001197;Brayan Bustos Bermúdez;31;$2.541.000;3;984366659-4;Demo Educación Futuro S.A.S.;A;Chocó;Quibdó;Avenida 19 #20-36, Apto 1306, Barrio Ciudad Jardín;2;"Padres; Pareja; Hijos";Arriendo;Urbano;Casado;Hombre;No
AF-001198;Diana Tatiana González Martínez;44;$2.232.000;2;892846205-0;Demo Operaciones Mineras Demo Ltda.;A;Valle del Cauca;Cali;Carrera 55 #52-19, Barrio Los Pinos;2;Hijos;Arriendo;Urbano;Soltero;Mujer;No
AF-001199;Daniela Cifuentes Castaño;32;$11.630.000;2;924149228-5;Demo Servicios Financieros Demo S.A.S.;C;Sucre;Sincelejo;Transversal 28 #119-1, Barrio La Esperanza;2;"Pareja; Hijos";Propia;Urbano;Casado;Mujer;No
AF-001200;Alejandra Sandra Díaz Moreno;23;$6.443.000;5;811888430-7;Demo Operaciones Urbanas SAS;B;Antioquia;Medellín;Transversal 93 #9-57, Barrio Nueva Colombia;1;Hijos;Arriendo;Urbano;Soltero;Mujer;Sí
AF-001201;Felipe Muñoz Molina;33;$6.583.000;1;875123122-3;Demo Gestión Humana Avanza S.A.;B;Bogotá D.C.;Bogotá D.C.;Transversal 106 #111-41, Apto 541, Barrio Centro;0;Pareja;Familiar;Urbano;Unión Libre;Hombre;Sí
AF-001202;Laura Hernández Pérez;24;$2.201.000;6;952582906-8;Demo Construcciones Nova SAS;A;Cundinamarca;Zipaquirá;Avenida 171 #49-24, Barrio El Recreo;1;"Padres; Pareja; Hijos";Familiar;Urbano;Casado;Mujer;Sí
AF-001203;Ricardo Mauricio García Ortiz;38;$2.185.000;1;907432753-1;Demo Alimentos del Centro Ltda.;A;Atlántico;Barranquilla;Vereda La Primavera, Finca El Paraíso, km 12;2;"Pareja; Hijos";Familiar;Rural;Unión Libre;Hombre;Sí
AF-001204;Manuela Acosta Cabrera;38;$2.795.000;4;821361154-2;Demo Operaciones del Caribe SAS;A;Bogotá D.C.;Bogotá D.C.;Carrera 158 #16-34, Barrio El Recreo;Más de 4;"Padres; Pareja; Hijos";Familiar;Urbano;Casado;Mujer;Sí
AF-001205;Alex Muñoz García;36;$2.737.000;2;886651994-3;Demo Gestión Ambiental SAS;A;Valle del Cauca;Cali;Diagonal 135 #87-22, Apto 1345, Barrio El Bosque;3;Hijos;Arriendo;Urbano;Casado;No especifica;No
AF-001206;Edwin Tomás Salazar Hernández;28;$2.884.000;10;847968494-2;Demo Infraestructura Nacional Ltda.;A;Magdalena;Ciénaga;Carrera 60 #68-72, Barrio Villa Nueva;1;"Padres; Pareja; Hijos";Arriendo;Urbano;Soltero;Hombre;Sí
AF-001207;Adriana Cifuentes Acosta;20;$3.059.000;2;869105379-0;Demo Distribuciones Altamira Ltda.;A;Valle del Cauca;Palmira;Transversal 27 #97-59, Barrio San José;0;Padres;Propia;Urbano;Soltero;Mujer;No
AF-001208;Martín Cardona Suárez;39;$4.277.000;5;971027486-6;Demo Mantenimiento Estratégico S.A.;B;Norte de Santander;Ocaña;Transversal 173 #85-79, Apto 145, Barrio Santa Ana;2;"Pareja; Hijos";Familiar;Urbano;Casado;Hombre;No
AF-001209;Camilo Cardona Bustos;54;$5.110.000;14;924149228-5;Demo Servicios Financieros Demo S.A.S.;B;Antioquia;Rionegro;Vereda La Unión, Finca Buenavista, km 17;1;"Pareja; Hijos";Propia;Rural;Separado;Hombre;Sí
AF-001210;Mónica Acosta Cortés;37;$3.058.000;14;818143241-1;Demo Tecnología Prisma S.A.;A;Boyacá;Tunja;Diagonal 139 #12-26, Apto 263, Barrio La Campiña;Más de 4;"Padres; Hijos";Arriendo;Urbano;Casado;Mujer;Sí
AF-001211;Isabella Patricia Rojas Molina;44;$2.048.000;2;971027486-6;Demo Mantenimiento Estratégico S.A.;A;Bogotá D.C.;Bogotá D.C.;Transversal 11 #71-91, Barrio Nueva Colombia;0;Abuelos;Arriendo;Urbano;Separado;Mujer;No
AF-001212;Mónica Suárez Herrera;52;$6.498.000;6;907432753-1;Demo Alimentos del Centro Ltda.;B;Bogotá D.C.;Bogotá D.C.;Carrera 66 #32-89, Barrio San José;1;"Pareja; Hijos";Arriendo;Urbano;Casado;Mujer;Sí
AF-001213;Miguel Pardo Parra;40;$2.464.000;11;947019021-4;Demo Logística Andina SAS;A;Antioquia;Medellín;Transversal 4 #36-49, Barrio El Bosque;2;Hijos;Arriendo;Urbano;Soltero;Hombre;Sí
AF-001214;Juliana Gómez Rodríguez;43;$2.006.000;1;947019021-4;Demo Logística Andina SAS;A;Antioquia;Medellín;Calle 49 #43-14, Barrio Centro;0;Pareja;Familiar;Urbano;Casado;Mujer;No
AF-001215;Elena Adriana Romero León;35;$4.780.000;14;908599090-8;Demo Educación Futuro S.A.S.;B;Bogotá D.C.;Bogotá D.C.;Calle 7 #83-98, Barrio El Porvenir;3;"Pareja; Hijos";Familiar;Urbano;Unión Libre;Mujer;No
AF-001216;Álvaro Kevin López Vargas;45;$2.318.000;7;822917527-8;Demo Operaciones Urbanas SAS;A;Bogotá D.C.;Bogotá D.C.;Avenida 46 #89-23, Apto 1426, Barrio Los Alpes;1;"Pareja; Hijos";Arriendo;Urbano;Casado;Hombre;No
AF-001217;Ricardo Jiménez Restrepo;50;$3.108.000;5;811888430-7;Demo Operaciones Urbanas SAS;A;Bolívar;Cartagena;Avenida 93 #104-39, Barrio Las Palmas;1;"Pareja; Hijos";Arriendo;Urbano;Casado;Hombre;Sí
AF-001218;Sandra Andrea Valencia Valencia;44;$4.706.000;3;940045828-5;Demo Soluciones Verdes S.A.S.;B;Bogotá D.C.;Bogotá D.C.;Diagonal 166 #105-91, Barrio La Arboleda;1;"Pareja; Hijos";Arriendo;Urbano;Unión Libre;Mujer;Sí
AF-001219;Mauricio Andrés Cortés Sánchez;24;$2.895.000;2;822917527-8;Demo Operaciones Urbanas SAS;A;Valle del Cauca;Cali;Avenida 173 #38-60, Barrio Centro;0;"Padres; Pareja";Familiar;Urbano;Casado;Hombre;No
AF-001220;Catalina Arias Díaz;29;$2.224.000;11;987942517-9;Demo Servicios Empresariales Nexo S.A.;A;Bogotá D.C.;Bogotá D.C.;Diagonal 16 #75-82, Apto 619, Barrio Centro;0;Padres;Propia;Urbano;Soltero;Mujer;Sí
AF-001221;Paola Gómez Moreno;27;$2.705.000;9;901849434-6;Demo Servicios Financieros Demo S.A.S.;A;Risaralda;Dosquebradas;Diagonal 170 #70-67, Apto 1096, Barrio San José;1;"Padres; Pareja; Hijos";Arriendo;Urbano;Soltero;Mujer;Sí
AF-001222;Wilson Miguel León Arias;46;$2.302.000;9;907599250-6;Demo Servicios Horizonte S.A.S.;A;Amazonas;Leticia;Transversal 127 #10-36, Barrio El Prado;1;Pareja;Arriendo;Urbano;Unión Libre;Hombre;No
AF-001223;Kevin Cortés Sánchez;27;$2.327.000;4;822917527-8;Demo Operaciones Urbanas SAS;A;Antioquia;Rionegro;Carrera 110 #59-68, Barrio La Castellana;0;Padres;Propia;Urbano;Soltero;Hombre;Sí
AF-001224;Samuel Restrepo Cifuentes;39;$4.221.000;1;945315636-5;Demo Seguridad y Control S.A.S.;B;La Guajira;Maicao;Diagonal 103 #49-70, Apto 350, Barrio Centro;2;"Pareja; Hijos";Arriendo;Urbano;Unión Libre;Hombre;Sí
AF-001225;Isabella Pineda Cortés;59;$16.657.000;7;874329077-1;Demo Distribuciones Altamira Ltda.;C;Bolívar;Cartagena;Transversal 152 #115-6, Barrio La Floresta;1;"Pareja; Hijos";Propia;Urbano;Casado;Mujer;Sí
AF-001226;Rosa Sofía Martínez Acosta;29;$10.830.000;1;902005924-5;Demo Gestión Ambiental SAS;C;Antioquia;Medellín;Transversal 108 #99-48, Barrio La Campiña;2;"Padres; Pareja; Hijos";Arriendo;Urbano;Casado;Mujer;Sí
AF-001227;Álvaro Bustos Ruiz;29;$4.604.000;6;947019021-4;Demo Logística Andina SAS;B;Boyacá;Sogamoso;Avenida 173 #110-86, Barrio El Porvenir;1;"Padres; Pareja; Hijos";Arriendo;Urbano;Casado;Hombre;Sí
AF-001228;Brayan Héctor Bustos Martínez;40;$2.066.000;1;907599250-6;Demo Servicios Horizonte S.A.S.;A;Valle del Cauca;Buenaventura;Carrera 99 #29-84, Barrio La Esperanza;Más de 4;"Abuelos; Pareja";Propia;Urbano;Casado;Hombre;Sí
AF-001229;Ana Rojas León;29;$11.835.000;0;811888430-7;Demo Operaciones Urbanas SAS;C;Atlántico;Barranquilla;Diagonal 94 #82-63, Barrio Villa Nueva;2;"Padres; Pareja; Hijos";Propia;Urbano;Unión Libre;Mujer;Sí
AF-001230;Felipe Ortiz Ospina;21;$1.879.000;3;947019021-4;Demo Logística Andina SAS;A;Bogotá D.C.;Bogotá D.C.;Avenida 70 #87-20, Apto 616, Barrio Los Pinos;1;"Padres; Pareja; Hijos";Arriendo;Urbano;Soltero;Hombre;Sí
AF-001231;Liliana Caicedo Molina;38;$2.305.000;20;955275268-1;Demo Transporte Metropolitano Ltda.;A;Bogotá D.C.;Bogotá D.C.;Avenida 7 #76-11, Apto 214, Barrio El Recreo;Más de 4;"Pareja; Hijos";Propia;Urbano;Casado;Mujer;Sí
AF-001232;Diego Rodríguez Cabrera;61;$2.016.000;11;955275268-1;Demo Transporte Metropolitano Ltda.;A;Cundinamarca;Soacha;Carrera 60 #100-72, Apto 1735, Barrio San José;2;Pareja;Familiar;Urbano;Casado;Hombre;No
AF-001233;Andrea Gloria García Salazar;62;$9.389.000;6;873844841-7;Demo Alimentos y Bebidas Origen S.A.S.;C;Magdalena;Santa Marta;Transversal 180 #111-75, Barrio Santa Ana;3;Pareja;Propia;Urbano;Unión Libre;Mujer;No
AF-001234;Jonathan Esteban Vargas Hernández;43;$2.667.000;7;944833963-7;Demo Operaciones del Caribe SAS;A;Caldas;La Dorada;Calle 30 #98-78, Apto 207, Barrio El Bosque;3;"Pareja; Hijos";Arriendo;Urbano;Casado;Hombre;Sí
AF-001235;Camila Johanna Sánchez García;26;$2.628.000;5;907599250-6;Demo Servicios Horizonte S.A.S.;A;Antioquia;Medellín;Calle 74 #3-23, Barrio Ciudad Jardín;0;"Padres; Pareja";Arriendo;Urbano;Casado;Mujer;Sí
AF-001236;Wilson David Montoya Restrepo;37;$3.176.000;16;876385544-5;Demo Distribuciones Altamira Ltda.;A;Antioquia;Bello;Calle 18 #12-35, Barrio San José;1;Pareja;Familiar;Urbano;Casado;Hombre;No
AF-001237;Manuel Mendoza Torres;62;$4.645.000;1;969371131-3;Demo Comercio Digital Uno S.A.;B;Bogotá D.C.;Bogotá D.C.;Carrera 116 #32-49, Barrio La Esperanza;2;Pareja;Arriendo;Urbano;Soltero;Hombre;Sí
AF-001238;Mauricio Mendoza Ospina;34;$10.355.000;1;900723063-1;Demo Farmacéutica Horizonte Ltda.;C;Valle del Cauca;Cali;Calle 133 #41-86, Barrio La Arboleda;1;"Abuelos; Pareja; Hijos";Arriendo;Urbano;Unión Libre;Hombre;No
AF-001239;Javier Luis Montoya Castro;41;$2.607.000;7;814185903-2;Demo Soluciones Verdes S.A.S.;A;Nariño;Pasto;Avenida 56 #82-54, Barrio San Martín;0;Abuelos;Arriendo;Urbano;Soltero;Hombre;No
AF-001240;Edwin Pardo Castro;29;$2.235.000;11;924415025-8;Demo Operaciones Mineras Demo Ltda.;A;Cauca;Popayán;Carrera 5 #57-23, Barrio Ciudad Jardín;1;"Padres; Pareja; Hijos";Familiar;Urbano;Soltero;Hombre;Sí
AF-001241;Nicolás Rojas Montoya;44;$2.176.000;2;908541888-8;Demo Gestión Ambiental SAS;A;Bogotá D.C.;Bogotá D.C.;Transversal 172 #86-75, Barrio La Victoria;1;"Pareja; Hijos";Familiar;Urbano;Casado;Hombre;Sí
AF-001242;Daniel Torres Vargas;39;$2.314.000;1;900018166-8;Demo Procesos Industriales Sigma SAS;A;Atlántico;Soledad;Avenida 18 #82-48, Barrio San Martín;1;"Pareja; Hijos";Propia;Urbano;Casado;Hombre;Sí
AF-001243;Viviana Diana Ortiz Arias;51;$2.309.000;4;945716021-7;Demo Servicios del Occidente Ltda.;A;Antioquia;Medellín;Diagonal 60 #62-44, Barrio Villa Nueva;0;Abuelos;Arriendo;Urbano;Soltero;Mujer;No
AF-001244;Alejandra Laura Arias Jiménez;30;$2.723.000;3;971027486-6;Demo Mantenimiento Estratégico S.A.;A;Risaralda;Pereira;Avenida 37 #24-22, Apto 1403, Barrio La Esperanza;3;"Pareja; Hijos";Familiar;Urbano;Casado;Mujer;Sí
AF-001245;Carolina Ospina Rodríguez;39;$3.107.000;10;975716056-3;Demo Manufacturas Capital Ltda.;A;Antioquia;Bello;Diagonal 56 #97-92, Apto 688, Barrio San José;0;Padres;Arriendo;Urbano;Viudo;Mujer;No
AF-001246;Karen Torres Bermúdez;45;$2.521.000;4;952582906-8;Demo Construcciones Nova SAS;A;Casanare;Yopal;Calle 109 #15-17, Apto 673, Barrio La Victoria;2;Pareja;Propia;Urbano;Unión Libre;Mujer;Sí
AF-001247;Valentina Acosta Cardona;26;$1.841.000;8;839065913-2;Demo Mantenimiento Estratégico S.A.;A;Bogotá D.C.;Bogotá D.C.;Avenida 63 #72-41, Barrio El Bosque;2;"Padres; Hijos";Familiar;Urbano;Separado;Mujer;Sí
AF-001248;Luisa Vargas Pardo;60;$2.341.000;1;896976150-6;Demo Soluciones de Movilidad Ltda.;A;Sucre;Sincelejo;Carrera 109 #41-8, Barrio El Porvenir;3;Hijos;Arriendo;Urbano;Casado;Mujer;No
AF-001249;Gloria Torres Ruiz;47;$3.165.000;2;837358686-6;Demo Comercializadora Pacífico S.A.;A;Bogotá D.C.;Bogotá D.C.;Transversal 52 #66-26, Apto 1114, Barrio La Floresta;2;"Pareja; Hijos";Arriendo;Urbano;Unión Libre;Mujer;No
AF-001250;Alexander Parra Quintero;54;$2.602.000;1;885059871-4;Demo Salud Integral Colombia SAS;A;Bogotá D.C.;Bogotá D.C.;Diagonal 140 #77-12, Barrio Las Palmas;0;Pareja;Familiar;Urbano;Separado;Hombre;Sí
AF-001251;Tatiana Herrera Cifuentes;21;$2.049.000;0;987942517-9;Demo Servicios Empresariales Nexo S.A.;A;Valle del Cauca;Cali;Calle 57 #54-80, Apto 417, Barrio Los Pinos;1;"Padres; Hijos";Familiar;Urbano;Soltero;Mujer;Sí
AF-001252;Angélica Castro Acosta;46;$2.572.000;11;945315636-5;Demo Seguridad y Control S.A.S.;A;Valle del Cauca;Cali;Diagonal 32 #91-51, Barrio El Prado;2;Pareja;Propia;Urbano;Unión Libre;Mujer;Sí
AF-001253;Sebastián Esteban Ortiz Bermúdez;26;$2.155.000;1;865175977-1;Demo Comercializadora Pacífico S.A.;A;Bogotá D.C.;Bogotá D.C.;Avenida 145 #55-94, Apto 332, Barrio El Prado;1;"Padres; Pareja; Hijos";Familiar;Urbano;Casado;Hombre;Sí
AF-001254;Mateo Gómez Pérez;31;$2.665.000;6;891562138-1;Demo Comercio Digital Uno S.A.;A;Meta;Villavicencio;Transversal 69 #6-22, Barrio Nueva Colombia;1;Pareja;Propia;Urbano;Casado;Hombre;Sí
AF-001255;Rosa Bermúdez González;39;$3.412.000;21;886651994-3;Demo Gestión Ambiental SAS;A;Antioquia;Medellín;Transversal 91 #13-25, Barrio La Campiña;2;Pareja;Familiar;Urbano;Casado;Mujer;No
AF-001256;Natalia Sánchez Rodríguez;48;$3.513.000;3;965918220-6;Demo Textiles Cordillera Ltda.;B;Risaralda;Dosquebradas;Carrera 178 #107-22, Apto 854, Barrio El Recreo;2;"Pareja; Hijos";Arriendo;Urbano;Casado;Mujer;Sí
AF-001257;Mónica Quintero Restrepo;50;$6.197.000;3;982310027-1;Demo Redes y Conectividad S.A.;B;Bogotá D.C.;Bogotá D.C.;Carrera 151 #12-39, Apto 201, Barrio El Recreo;2;Pareja;Familiar;Urbano;Casado;Mujer;Sí
AF-001258;Brayan Ospina Pineda;28;$3.190.000;4;908599090-8;Demo Educación Futuro S.A.S.;A;Santander;Bucaramanga;Vereda El Rosario, Finca La Esperanza, km 2;1;Hijos;Familiar;Rural;Soltero;Hombre;Sí
AF-001259;Martha Rosa Álvarez Arias;39;$2.886.000;21;891562138-1;Demo Comercio Digital Uno S.A.;A;Magdalena;Santa Marta;Calle 155 #28-68, Barrio Centro;0;Pareja;Arriendo;Urbano;Unión Libre;Mujer;No
AF-001260;Andrés Sánchez Jiménez;41;$4.969.000;2;977165882-2;Demo Ingeniería Integral S.A.S.;B;Bolívar;Cartagena;Calle 111 #1-5, Barrio Las Palmas;2;"Pareja; Hijos";Familiar;Urbano;Casado;Hombre;No
AF-001261;Martín Molina Herrera;42;$4.014.000;8;818143241-1;Demo Tecnología Prisma S.A.;B;Cundinamarca;Soacha;Carrera 51 #92-22, Barrio San José;2;"Pareja; Hijos";Propia;Urbano;Unión Libre;Hombre;Sí
AF-001262;Mauricio Rafael Molina Caicedo;27;$4.454.000;4;980119639-4;Demo Farmacéutica Horizonte Ltda.;B;Casanare;Yopal;Vereda La Florida, Finca Villa Luz, km 8;0;Padres;Familiar;Rural;Soltero;Hombre;Sí
AF-001263;Óscar Jonathan Ruiz Cifuentes;35;$2.800.000;2;978370446-6;Demo Construcciones Nova SAS;A;Santander;Floridablanca;Calle 177 #54-74, Apto 1450, Barrio La Victoria;1;Hijos;Familiar;Urbano;Soltero;Hombre;Sí
AF-001264;Mateo Muñoz García;59;$2.795.000;10;907599250-6;Demo Servicios Horizonte S.A.S.;A;Santander;Bucaramanga;Calle 109 #96-50, Barrio Los Pinos;2;Hijos;Arriendo;Urbano;Separado;Hombre;Sí
AF-001265;Mateo Vargas Medina;35;$2.901.000;10;924415025-8;Demo Operaciones Mineras Demo Ltda.;A;Antioquia;Medellín;Carrera 158 #61-48, Apto 840, Barrio Centro;2;"Pareja; Hijos";Familiar;Urbano;Casado;Hombre;Sí
AF-001266;Mateo Mauricio Cifuentes Álvarez;29;$1.946.000;11;976203596-0;Demo Alimentos del Centro Ltda.;A;Antioquia;Medellín;Avenida 164 #83-39, Barrio La Castellana;1;"Pareja; Hijos";Arriendo;Urbano;Casado;Hombre;Sí
AF-001267;Daniela Paula Quintero Navarro;57;$2.933.000;5;873844841-7;Demo Alimentos y Bebidas Origen S.A.S.;A;Córdoba;Montería;Avenida 137 #51-68, Apto 313, Barrio La Arboleda;0;Abuelos;Propia;Urbano;Soltero;Mujer;Sí
AF-001268;Luisa Bustos Ortiz;26;$2.038.000;8;874270675-1;Demo Servicios Financieros Demo S.A.S.;A;Bogotá D.C.;Bogotá D.C.;Diagonal 168 #96-3, Barrio Nueva Colombia;0;"Abuelos; Pareja";Arriendo;Urbano;Unión Libre;Mujer;No
AF-001269;Cristian Fernando Cortés Arias;43;$2.437.000;4;963110020-3;Demo Soluciones Verdes S.A.S.;A;Bogotá D.C.;Bogotá D.C.;Transversal 28 #26-56, Apto 1726, Barrio Las Palmas;2;Pareja;Familiar;Urbano;Unión Libre;Hombre;Sí
AF-001270;Álvaro Cifuentes Ospina;31;$1.793.000;2;818143241-1;Demo Tecnología Prisma S.A.;A;Bogotá D.C.;Bogotá D.C.;Transversal 108 #92-84, Barrio La Castellana;2;Hijos;Arriendo;Urbano;Soltero;Hombre;No
AF-001271;Alejandra Liliana Herrera Ospina;29;$5.171.000;5;969371131-3;Demo Comercio Digital Uno S.A.;B;Antioquia;Rionegro;Carrera 159 #102-79, Apto 237, Barrio Ciudad Jardín;1;"Padres; Pareja";Arriendo;Urbano;Casado;Mujer;Sí
AF-001272;Carlos Mendoza Castaño;56;$2.379.000;19;806247297-5;Demo Infraestructura Nacional Ltda.;A;Bogotá D.C.;Bogotá D.C.;Transversal 34 #109-45, Barrio La Floresta;3;"Pareja; Hijos";Familiar;Urbano;Unión Libre;Hombre;Sí
AF-001273;Carlos Rodríguez Arias;42;$3.104.000;6;947019021-4;Demo Logística Andina SAS;A;Cundinamarca;Soacha;Diagonal 45 #83-92, Barrio El Porvenir;Más de 4;Hijos;Arriendo;Urbano;Separado;Hombre;No
AF-001274;Tomás Sánchez Castaño;27;$4.708.000;6;865588295-8;Demo Comercializadora Pacífico S.A.;B;Valle del Cauca;Cali;Transversal 88 #26-31, Apto 842, Barrio Villa Nueva;1;"Padres; Hijos";Arriendo;Urbano;Soltero;Hombre;Sí
AF-001275;Paula Mendoza Arias;28;$4.180.000;10;814185903-2;Demo Soluciones Verdes S.A.S.;B;Bogotá D.C.;Bogotá D.C.;Avenida 86 #52-6, Apto 1464, Barrio La Arboleda;3;Hijos;Propia;Urbano;Separado;Mujer;Sí
AF-001276;Martín López Castro;45;$2.296.000;2;865686587-3;Demo Agroindustria del Valle SAS;A;Caldas;Manizales;Carrera 97 #39-45, Apto 250, Barrio Los Alpes;1;Hijos;Propia;Urbano;Viudo;Hombre;Sí
AF-001277;Kevin Ortiz Muñoz;46;$2.429.000;5;935945847-9;Demo Turismo y Experiencias S.A.;A;Bolívar;Cartagena;Carrera 94 #93-55, Apto 1564, Barrio La Victoria;0;Pareja;Arriendo;Urbano;Unión Libre;Hombre;No
AF-001278;Iván Parra Rojas;31;$2.012.000;13;908878877-4;Demo Servicios de Aseo Integral SAS;A;Tolima;Ibagué;Carrera 121 #100-74, Barrio El Prado;0;Padres;Arriendo;Urbano;Soltero;Hombre;No
AF-001279;Manuela Moreno Molina;30;$1.957.000;12;907599250-6;Demo Servicios Horizonte S.A.S.;A;Bogotá D.C.;Bogotá D.C.;Carrera 160 #21-84, Barrio Los Pinos;1;"Pareja; Hijos";Familiar;Urbano;Unión Libre;Mujer;Sí
AF-001280;Samuel Camilo Moreno Mendoza;40;$4.022.000;3;862506547-7;Demo Servicios Horizonte S.A.S.;B;Antioquia;Rionegro;Transversal 8 #70-69, Apto 1523, Barrio El Bosque;1;"Padres; Pareja; Hijos";Propia;Urbano;Casado;Hombre;Sí
AF-001281;Javier Ricardo Gómez Castaño;20;$2.184.000;2;814185903-2;Demo Soluciones Verdes S.A.S.;A;Antioquia;Medellín;Carrera 154 #38-56, Apto 1793, Barrio Villa Nueva;0;"Padres; Pareja";Arriendo;Urbano;Soltero;Hombre;Sí
AF-001282;Alejandro Ricardo Quintero Moreno;48;$2.361.000;2;952582906-8;Demo Construcciones Nova SAS;A;Santander;Bucaramanga;Transversal 170 #32-6, Barrio La Castellana;2;"Pareja; Hijos";Familiar;Urbano;Casado;Hombre;No
AF-001283;Ana Liliana Herrera Molina;59;$5.046.000;14;839065913-2;Demo Mantenimiento Estratégico S.A.;B;Quindío;Calarcá;Avenida 28 #65-71, Barrio El Bosque;2;"Pareja; Hijos";Arriendo;Urbano;Casado;Mujer;Sí
AF-001284;Carolina María Ruiz Ortiz;38;$1.956.000;3;912704654-7;Demo Operaciones Mineras Demo Ltda.;A;Atlántico;Soledad;Avenida 21 #51-86, Barrio La Arboleda;1;"Padres; Hijos";Propia;Urbano;Viudo;Mujer;Sí
AF-001285;Martín Moreno Molina;26;$2.804.000;2;836239924-0;Demo Salud Integral Colombia SAS;A;Cundinamarca;Chía;Transversal 14 #64-14, Apto 579, Barrio El Porvenir;1;"Padres; Pareja";Arriendo;Urbano;Unión Libre;Hombre;Sí
AF-001286;Valentina Pardo Díaz;26;$3.098.000;0;927195966-9;Demo Consultoría Ápice S.A.S.;A;Bogotá D.C.;Bogotá D.C.;Diagonal 24 #97-60, Barrio Centro;1;"Padres; Pareja";Propia;Urbano;Casado;Mujer;Sí
AF-001287;Viviana García Álvarez;45;$2.564.000;5;907432753-1;Demo Alimentos del Centro Ltda.;A;Valle del Cauca;Cali;Calle 162 #78-25, Barrio El Recreo;3;Pareja;Familiar;Urbano;Casado;Mujer;No
AF-001288;Rafael Mateo Cardona Pineda;33;$4.837.000;3;865175977-1;Demo Comercializadora Pacífico S.A.;B;Nariño;Pasto;Diagonal 92 #101-43, Apto 1145, Barrio Santa Ana;2;"Abuelos; Hijos";Arriendo;Urbano;Separado;Hombre;Sí
AF-001289;Brayan Jonathan Bermúdez Pineda;52;$3.219.000;5;811888430-7;Demo Operaciones Urbanas SAS;A;Sucre;Sincelejo;Diagonal 17 #58-38, Barrio Nueva Colombia;2;Hijos;Arriendo;Urbano;Soltero;Hombre;Sí
AF-001290;Sebastián Ortiz Bermúdez;28;$2.080.000;3;993674353-1;Demo Soluciones Documentales S.A.;A;Antioquia;Medellín;Avenida 77 #1-83, Apto 412, Barrio Ciudad Jardín;3;"Padres; Pareja; Hijos";Familiar;Urbano;Casado;Hombre;Sí
AF-001291;Mónica Castro Ortiz;57;$2.610.000;13;902005924-5;Demo Gestión Ambiental SAS;A;Bogotá D.C.;Bogotá D.C.;Calle 149 #33-92, Apto 1454, Barrio El Porvenir;2;Abuelos;Familiar;Urbano;Viudo;Mujer;No
AF-001292;Diego Carlos Pineda García;37;$2.025.000;2;976076773-2;Demo Operaciones del Caribe SAS;A;Bogotá D.C.;Bogotá D.C.;Transversal 135 #53-78, Apto 1288, Barrio El Recreo;1;Hijos;Familiar;Urbano;Soltero;Hombre;Sí
AF-001293;Lorena León García;21;$4.678.000;3;947019021-4;Demo Logística Andina SAS;B;Bolívar;Cartagena;Diagonal 71 #57-42, Apto 576, Barrio Nueva Colombia;0;Padres;Familiar;Urbano;Soltero;Mujer;Sí
AF-001294;María Marcela Valencia Herrera;33;$2.574.000;4;865588295-8;Demo Comercializadora Pacífico S.A.;A;Valle del Cauca;Cali;Transversal 16 #25-2, Barrio El Prado;0;Pareja;Propia;Urbano;Unión Libre;Mujer;Sí
AF-001295;Álvaro Alexander Martínez Molina;21;$3.195.000;3;952582906-8;Demo Construcciones Nova SAS;A;Antioquia;Medellín;Calle 56 #79-61, Barrio Centro;1;"Padres; Pareja";Arriendo;Urbano;Soltero;Hombre;Sí
AF-001296;Tomás Cifuentes Vargas;33;$3.169.000;10;976076773-2;Demo Operaciones del Caribe SAS;A;Cundinamarca;Chía;Diagonal 134 #5-39, Barrio La Castellana;0;"Padres; Pareja";Propia;Urbano;Soltero;Hombre;Sí
